index;link;names_surnames;nickname;date_of_birth;place_of_birth;height;profession;famous_movie;number_of_acts;oscars;star_sign
397;https://www.imdb.com/name/nm0001593?ref_=nmls_hd;Anna Paquin;;July 24, 1982;Winnipeg, Manitoba, Canada;1.6;Actress;The Piano;52;1;Leo
396;https://www.imdb.com/name/nm0001315?ref_=nmls_hd;Marcia Gay Harden;;August 14, 1959;La Jolla, California, USA;1.6;Actress;Mystic River;117;1;Leo
395;https://www.imdb.com/name/nm0000250?ref_=nmls_hd;Renée Zellweger;Zelly;April 25, 1969;Katy, Texas, USA;1.6;Actress;Chicago;46;2;Taurus
393;https://www.imdb.com/name/nm0842770?ref_=nmls_hd;Tilda Swinton;Swilda;November 5, 1960;London, England, UK;1.7;Actress;We Need to Talk About Kevin;92;1;Scorpio
394;https://www.imdb.com/name/nm1617685?ref_=nmls_hd;Jennifer Hudson;"J. Hud
                
See more

                »";September 12, 1981;Chicago, Illinois, USA;1.7;Actress;Dreamgirls;33;1;Virgo
392;https://www.imdb.com/name/nm0559144?ref_=nmls_hd;Marlee Matlin;;August 24, 1965;Morton Grove, Illinois, USA;1.6;Actress;Children of a Lesser God;67;1;Virgo
391;https://www.imdb.com/name/nm0594898?ref_=nmls_hd;Mo'Nique;Mo;December 11, 1967;Woodlawn, Maryland, USA;1.6;Actress;Precious;32;1;Sagittarius
390;https://www.imdb.com/name/nm0502425?ref_=nmls_hd;Melissa Leo;;September 14, 1960;New York City, New York, USA;1.6;Actress;The Fighter;139;1;Virgo
389;https://www.imdb.com/name/nm0818055?ref_=nmls_hd;Octavia Spencer;;May 25, 1970;Montgomery, Alabama, USA;1.5;Actress;Hidden Figures;139;1;Gemini
388;https://www.imdb.com/name/nm2143282?ref_=nmls_hd;Lupita Nyong'o;;March 1, 1983;Mexico City, Distrito Federal, Mexico;1.6;Actress;12 Years a Slave;24;1;Pisces
387;https://www.imdb.com/name/nm0310980?ref_=nmls_hd;Janet Gaynor;Lolly;October 6, 1906;Philadelphia, Pennsylvania, USA;1.5;Actress;A Star Is Born;67;1;Libra
386;https://www.imdb.com/name/nm0237597?ref_=nmls_hd;Marie Dressler;;November 9, 1868;Cobourg, Ontario, Canada;1.7;Actress;Min and Bill;31;1;Scorpio
385;https://www.imdb.com/name/nm0371040?ref_=nmls_hd;Helen Hayes;First Lady of the American Theater;October 10, 1900;Washington, District of Columbia, USA;1.5;Actress;Airport;59;2;Libra
384;https://www.imdb.com/name/nm0267812?ref_=nmls_hd;Vera Farmiga;;August 6, 1973;Clifton, New Jersey, USA;1.7;Actress;Up in the Air;61;1;Leo
383;https://www.imdb.com/name/nm0429250?ref_=nmls_hd;Shirley Jones;;March 31, 1934;Charleroi, Pennsylvania, USA;1.6;Actress;The Music Man;110;1;Aries
382;https://www.imdb.com/name/nm0949835?ref_=nmls_hd;Loretta Young;"Attila the Nun
                
See more

                »";January 6, 1913;Salt Lake City, Utah, USA;1.6;Actress;The Farmer's Daughter;109;1;Capricorn
381;https://www.imdb.com/name/nm0391062?ref_=nmls_hd;Judy Holliday;;June 21, 1921;New York City, New York, USA;1.7;Actress;Born Yesterday;16;1;Cancer
380;https://www.imdb.com/name/nm0001450?ref_=nmls_hd;Angela Lansbury;Angie;October 16, 1925;Regent's Park, London, England, UK;1.7;Actress;The Manchurian Candidate;113;3;Libra
379;https://www.imdb.com/name/nm0680983?ref_=nmls_hd;Elliot Page;"The Tiny Canadian
                
See more

                »";February 21, 1987;Halifax, Nova Scotia, Canada;1.5;Actor;Juno;52;1;Pisces
378;https://www.imdb.com/name/nm0797531?ref_=nmls_hd;Simone Signoret;;March 25, 1921;Wiesbaden, Hesse, Germany;1.6;Actress;Les diaboliques;73;1;Aries
377;https://www.imdb.com/name/nm0001571?ref_=nmls_hd;Kim Novak;The Lavender Girl;February 13, 1933;Chicago, Illinois, USA;1.6;Actress;Vertigo;33;1;Aquarius
376;https://www.imdb.com/name/nm0000843?ref_=nmls_hd;Anne Bancroft;"Obi-Wan
                
See more

                »";September 17, 1931;The Bronx, New York City, New York, USA;1.6;Actress;The Graduate;87;1;Virgo
374;https://www.imdb.com/name/nm0695435?ref_=nmls_hd;Chris Pratt;Monkeyboy;June 21, 1979;Virginia, Minnesota, USA;1.8;Actor;Guardians of the Galaxy;63;1737;Cancer
375;https://www.imdb.com/name/nm0000069?ref_=nmls_hd;Frank Sinatra;"La Voz
                
See more

                »";December 12, 1915;Hoboken, New Jersey, USA;1.7;Actor;From Here to Eternity;68;1;Sagittarius
373;https://www.imdb.com/name/nm0639529?ref_=nmls_hd;Edmond O'Brien;Eddy;September 10, 1915;New York City, New York, USA;1.7;Actor;The Man Who Shot Liberty Valance;123;1;Virgo
372;https://www.imdb.com/name/nm0000999?ref_=nmls_hd;Red Buttons;;February 5, 1919;New York City, New York, USA;1.6;Actor;The Poseidon Adventure;82;1;Aquarius
371;https://www.imdb.com/name/nm0412322?ref_=nmls_hd;Burl Ives;;June 14, 1909;Hunt City, Illinois, USA;1.8;Actor;The Big Country;57;1;Gemini
370;https://www.imdb.com/name/nm0341518?ref_=nmls_hd;Hugh Griffith;;May 30, 1912;Marian Glas, Anglesey, Wales, UK;1.7;Actor;Ben-Hur;103;1;Gemini
369;https://www.imdb.com/name/nm0001995?ref_=nmls_hd;George Chakiris;;September 16, 1934;Norwood, Ohio, USA;1.8;Actor;West Side Story;60;1;Virgo
368;https://www.imdb.com/name/nm0003225?ref_=nmls_hd;Ed Begley;;March 25, 1901;Hartford, Connecticut, USA;1.7;Actor;12 Angry Men;105;1;Aries
367;https://www.imdb.com/name/nm0001811?ref_=nmls_hd;Peter Ustinov;;April 16, 1921;London, England, UK;1.7;Actor;Spartacus;100;2;Aries
366;https://www.imdb.com/name/nm0000842?ref_=nmls_hd;Martin Balsam;The Bronx Barrymore;November 4, 1919;The Bronx, New York City, New York, USA;1.6;Actor;All the President's Men;177;1;Scorpio
365;https://www.imdb.com/name/nm0000527?ref_=nmls_hd;Walter Matthau;Jake;October 1, 1920;Lower East Side, Manhattan, New York City, New York, USA;1.8;Actor;The Odd Couple;106;1;Libra
364;https://www.imdb.com/name/nm0001421?ref_=nmls_hd;George Kennedy;;February 18, 1925;New York City, New York, USA;1.9;Actor;Cool Hand Luke;188;1;Aquarius
363;https://www.imdb.com/name/nm0000576?ref_=nmls_hd;Sean Penn;;August 17, 1960;Santa Monica, California, USA;1.7;Actor;Mystic River;70;2;Leo
362;https://www.imdb.com/name/nm0016776?ref_=nmls_hd;Jack Albertson;;June 16, 1907;Malden, Massachusetts, USA;1.8;Actor;Willy Wonka & the Chocolate Factory;180;1;Gemini
361;https://www.imdb.com/name/nm0590055?ref_=nmls_hd;John Mills;Johnny;February 22, 1908;The Watts Naval Training College, North Elmham, Norfolk, England, UK;1.7;Actor;The Family Way;130;1;Pisces
360;https://www.imdb.com/name/nm0424565?ref_=nmls_hd;Ben Johnson;Son;June 13, 1918;Foraker, Shidler, Oklahoma, USA;1.8;Actor;The Last Picture Show;106;1;Gemini
359;https://www.imdb.com/name/nm0000160?ref_=nmls_hd;Ethan Hawke;;November 6, 1970;Austin, Texas, USA;1.7;Actor;Training Day;88;4;Scorpio
358;https://www.imdb.com/name/nm0000288?ref_=nmls_hd;Christian Bale;;January 30, 1974;Haverfordwest, Pembrokeshire, Wales, UK;1.8;Actor;The Dark Knight;54;1;Aquarius
357;https://www.imdb.com/name/nm0122675?ref_=nmls_hd;George Burns;"Smiling Frankie Davis
                
See more

                »";January 20, 1896;New York City, New York, USA;1.7;Actor;Oh, God!;56;1;Aquarius
356;https://www.imdb.com/name/nm0001673?ref_=nmls_hd;Jason Robards;;July 26, 1922;Chicago, Illinois, USA;1.7;Actor;All the President's Men;132;2;Leo
355;https://www.imdb.com/name/nm0002048?ref_=nmls_hd;Melvyn Douglas;;April 5, 1901;Macon, Georgia, USA;1.8;Actor;Being There;114;2;Aries
354;https://www.imdb.com/name/nm0000459?ref_=nmls_hd;Timothy Hutton;Tim;August 16, 1960;Malibu, California, USA;1.8;Actor;Ordinary People;84;1;Leo
353;https://www.imdb.com/name/nm0000024?ref_=nmls_hd;John Gielgud;Johnny G.;April 14, 1904;South Kensington, London, England, UK;1.8;Actor;Arthur;138;1;Aries
352;https://www.imdb.com/name/nm0001283?ref_=nmls_hd;Louis Gossett Jr.;Lou;May 27, 1936;Brooklyn, New York City, New York, USA;1.8;Actor;An Officer and a Gentleman;202;1;Gemini
351;https://www.imdb.com/name/nm0628955?ref_=nmls_hd;Haing S. Ngor;;March 22, 1940;Samrong Young, Cambodia;1.6;Actor;The Killing Fields;25;1;Aries
350;https://www.imdb.com/name/nm0623658?ref_=nmls_hd;Patricia Neal;;January 20, 1926;Packard, Kentucky, USA;1.7;Actress;Hud;73;1;Aquarius
349;https://www.imdb.com/name/nm0001046?ref_=nmls_hd;Julie Christie;Jules;April 14, 1940;Chabua, Assam Province, British India [now Assam, India];1.6;Actress;Doctor Zhivago;54;1;Aries
348;https://www.imdb.com/name/nm0001221?ref_=nmls_hd;Louise Fletcher;;July 22, 1934;Birmingham, Alabama, USA;1.7;Actress;One Flew Over the Cuckoo's Nest;136;1;Cancer
347;https://www.imdb.com/name/nm0000651?ref_=nmls_hd;Sissy Spacek;;December 25, 1949;Quitman, Texas, USA;1.6;Actress;In the Bedroom;65;1;Capricorn
346;https://www.imdb.com/name/nm0000333?ref_=nmls_hd;Cher;"The Goddess of Pop
                
See more

                »";May 20, 1946;El Centro, California, USA;1.7;Actress;Moonstruck;32;1;Taurus
345;https://www.imdb.com/name/nm1880888?ref_=nmls_hd;Olivia Thirlby;Liv;October 6, 1986;New York City, New York, USA;1.6;Actress;Juno;40;22;Libra
344;https://www.imdb.com/name/nm0000506?ref_=nmls_hd;Julia Louis-Dreyfus;Little Yum-Yum;January 13, 1961;New York City, New York, USA;1.6;Actress;Seinfeld;42;1;Capricorn
343;https://www.imdb.com/name/nm0000073?ref_=nmls_hd;Shirley Temple;;April 23, 1928;Santa Monica, California, USA;1.5;Actress;The Little Colonel;60;6;Taurus
342;https://www.imdb.com/name/nm0428354?ref_=nmls_hd;Jennifer Jones;;March 2, 1919;Tulsa, Oklahoma, USA;1.6;Actress;The Towering Inferno;26;1;Pisces
341;https://www.imdb.com/name/nm1015262?ref_=nmls_hd;Leighton Meester;;April 9, 1986;Fort Worth, Texas, USA;1.6;Actress;The Roommate;55;48;Aries
340;https://www.imdb.com/name/nm0000705?ref_=nmls_hd;Robin Wright;;April 8, 1966;Dallas, Texas, USA;1.6;Actress;Forrest Gump;58;1;Aries
339;https://www.imdb.com/name/nm0244630?ref_=nmls_hd;Eliza Dushku;Duck Shoot;December 30, 1980;Boston, Massachusetts, USA;1.6;Actress;Bring It On;65;7;Capricorn
338;https://www.imdb.com/name/nm0656183?ref_=nmls_hd;Geraldine Page;"First Lady of the American Theater
                
See more

                »";November 22, 1924;Kirksville, Missouri, USA;1.7;Actress;Sweet Bird of Youth;67;1;Sagittarius
337;https://www.imdb.com/name/nm0924508?ref_=nmls_hd;Betty White;"Queen of T.V.
                
See more

                »";January 17, 1922;Oak Park, Illinois, USA;1.6;Actress;The Proposal;121;4;Capricorn
336;https://www.imdb.com/name/nm1083271?ref_=nmls_hd;Megan Fox;"Mega Fox
                
See more

                »";May 16, 1986;Oak Ridge, Tennessee, USA;1.6;Actress;Transformers;40;822;Taurus
335;https://www.imdb.com/name/nm1567113?ref_=nmls_hd;Jessica Chastain;;March 24, 1977;Sacramento, California, USA;1.6;Actress;Zero Dark Thirty;57;2;Aries
334;https://www.imdb.com/name/nm0000239?ref_=nmls_hd;Liv Tyler;"Livy
                
See more

                »";July 1, 1977;New York City, New York, USA;1.7;Actress;The Lord of the Rings: The Return of the King;39;1320;Cancer
333;https://www.imdb.com/name/nm0001337?ref_=nmls_hd;Katherine Heigl;Katie;November 24, 1978;Washington, District of Columbia, USA;1.7;Actress;One for the Money;49;2;Sagittarius
332;https://www.imdb.com/name/nm0068338?ref_=nmls_hd;Kristen Bell;"Bellie
                
See more

                »";July 18, 1980;Huntington Woods, Michigan, USA;1.5;Actress;Frozen;100;1;Cancer
331;https://www.imdb.com/name/nm0001838?ref_=nmls_hd;Rachel Weisz;;March 7, 1970;Westminster, London, England, UK;1.6;Actress;The Constant Gardener;57;1;Pisces
330;https://www.imdb.com/name/nm1411125?ref_=nmls_hd;Selena Gomez;"Conchita
                
See more

                »";July 22, 1992;Grand Prairie, Texas, USA;1.6;Actress;Monte Carlo;111;4250;Cancer
329;https://www.imdb.com/name/nm0000170?ref_=nmls_hd;Milla Jovovich;;December 17, 1975;Kiev, Ukrainian SSR, USSR [now Ukraine];1.7;Actress;The Fifth Element;59;319;Sagittarius
328;https://www.imdb.com/name/nm0931329?ref_=nmls_hd;Michelle Williams;;September 9, 1980;Kalispell, Montana, USA;1.6;Actress;My Week with Marilyn;53;4;Virgo
327;https://www.imdb.com/name/nm0221046?ref_=nmls_hd;Zooey Deschanel;"Zo
                
See more

                »";January 17, 1980;Los Angeles, California, USA;1.6;Actress;New Girl;59;3;Capricorn
326;https://www.imdb.com/name/nm0000295?ref_=nmls_hd;Kate Beckinsale;;July 26, 1973;Finsbury Park, London, England, UK;1.7;Actress;Underworld: Evolution;52;1040;Leo
325;https://www.imdb.com/name/nm0000747?ref_=nmls_hd;Don Ameche;The Latin Lover;May 31, 1908;Kenosha, Wisconsin, USA;1.7;Actor;Cocoon;94;1;Gemini
324;https://www.imdb.com/name/nm0000177?ref_=nmls_hd;Kevin Kline;;October 24, 1947;St. Louis, Missouri, USA;1.8;Actor;Wild Wild West;70;1;Scorpio
323;https://www.imdb.com/name/nm0001588?ref_=nmls_hd;Jack Palance;;February 18, 1919;Lattimer Mines, Pennsylvania, USA;1.9;Actor;City Slickers;127;1;Aquarius
322;https://www.imdb.com/name/nm0001445?ref_=nmls_hd;Martin Landau;Marty;June 20, 1928;Brooklyn, New York City, New York, USA;1.8;Actor;Ed Wood;179;1;Gemini
321;https://www.imdb.com/name/nm0000421?ref_=nmls_hd;Cuba Gooding Jr.;;January 2, 1968;The Bronx, New York City, New York, USA;1.7;Actor;Jerry Maguire;87;1;Capricorn
320;https://www.imdb.com/name/nm0000336?ref_=nmls_hd;James Coburn;;August 31, 1928;Laurel, Nebraska, USA;1.8;Actor;The Great Escape;175;1;Virgo
319;https://www.imdb.com/name/nm0000980?ref_=nmls_hd;Jim Broadbent;;May 24, 1949;Lincoln, Lincolnshire, England, UK;1.8;Actor;Moulin Rouge!;162;1;Gemini
318;https://www.imdb.com/name/nm0177933?ref_=nmls_hd;Chris Cooper;;July 9, 1951;Kansas City, Missouri, USA;1.7;Actor;Adaptation.;77;1;Cancer
317;https://www.imdb.com/name/nm0417837?ref_=nmls_hd;Emil Jannings;;July 23, 1884;Rorschach, St. Gallen, Switzerland;1.8;Actor;The Last Command;81;1;Leo
316;https://www.imdb.com/name/nm0062828?ref_=nmls_hd;Warner Baxter;;March 29, 1889;Columbus, Ohio, USA;1.8;Actor;Penthouse;108;1;Aries
315;https://www.imdb.com/name/nm1165110?ref_=nmls_hd;Chris Hemsworth;"Chris
                
See more

                »";August 11, 1983;Melbourne, Victoria, Australia;1.9;Actor;The Avengers;46;1345;Leo
314;https://www.imdb.com/name/nm0000156?ref_=nmls_hd;Jeff Goldblum;;October 22, 1952;Pittsburgh, Pennsylvania, USA;1.9;Actor;Jurassic Park;134;1;Libra
313;https://www.imdb.com/name/nm0000859?ref_=nmls_hd;Lionel Barrymore;;April 28, 1878;Philadelphia, Pennsylvania, USA;1.8;Actor;Key Largo;218;1;Taurus
312;https://www.imdb.com/name/nm0000891?ref_=nmls_hd;Wallace Beery;Wally;April 1, 1885;Kansas City, Missouri, USA;1.8;Actor;Dinner at Eight;241;1;Aries
311;https://www.imdb.com/name/nm0001452?ref_=nmls_hd;Charles Laughton;;July 1, 1899;Victoria Hotel, Scarborough, North Yorkshire, England, UK;1.7;Actor;Witness for the Prosecution;64;1;Cancer
310;https://www.imdb.com/name/nm0572142?ref_=nmls_hd;Victor McLaglen;Vic;December 10, 1886;Tunbridge Wells, Kent, England, UK;1.9;Actor;The Quiet Man;124;1;Sagittarius
309;https://www.imdb.com/name/nm0612847?ref_=nmls_hd;Paul Muni;Munya;September 22, 1895;Lemberg, Galicia, Austria-Hungary [now Lviv, Ukraine];1.7;Actor;Scarface: The Shame of the Nation;29;1;Virgo
308;https://www.imdb.com/name/nm0232196?ref_=nmls_hd;Robert Donat;"Fritz
                
See more

                »";March 18, 1905;Withington, Manchester, England, UK;1.8;Actor;The 39 Steps;21;1;Pisces
307;https://www.imdb.com/name/nm0510134?ref_=nmls_hd;Paul Lukas;;May 26, 1895;Budapest, Austria-Hungary [now Hungary];1.8;Actor;Watch on the Rhine;135;1;Gemini
306;https://www.imdb.com/name/nm0001078?ref_=nmls_hd;Bing Crosby;"Der Bingle
                
See more

                »";May 2, 1903;Tacoma, Washington, USA;1.7;Actor;White Christmas;106;1;Taurus
305;https://www.imdb.com/name/nm0001537?ref_=nmls_hd;Ray Milland;;January 3, 1907;Neath, Glamorgan, Wales, UK;1.8;Actor;The Lost Weekend;174;1;Capricorn
304;https://www.imdb.com/name/nm0545298?ref_=nmls_hd;Fredric March;Freddie;August 31, 1897;Racine, Wisconsin, USA;1.7;Actor;The Best Years of Our Lives;88;2;Virgo
303;https://www.imdb.com/name/nm0172903?ref_=nmls_hd;Ronald Colman;Ronnie;February 9, 1891;Richmond, Surrey, England, UK;1.7;Actor;Random Harvest;61;1;Aquarius
302;https://www.imdb.com/name/nm0002024?ref_=nmls_hd;Broderick Crawford;Brod;December 9, 1911;Philadelphia, Pennsylvania, USA;1.8;Actor;All the King's Men;145;1;Sagittarius
301;https://www.imdb.com/name/nm0001207?ref_=nmls_hd;José Ferrer;Joe;January 8, 1912;Santurce, Puerto Rico;1.7;Actor;Dune;120;1;Capricorn
299;https://www.imdb.com/name/nm1297015?ref_=nmls_hd;Emma Stone;;November 6, 1988;Scottsdale, Arizona, USA;1.6;Actress;La La Land;49;1;Scorpio
298;https://www.imdb.com/name/nm0000130?ref_=nmls_hd;Jamie Lee Curtis;"The Scream Queen
                
See more

                »";November 22, 1958;Los Angeles, California, USA;1.7;Actress;True Lies;81;2;Sagittarius
297;https://www.imdb.com/name/nm1913734?ref_=nmls_hd;Rooney Mara;;April 17, 1985;Bedford, New York, USA;1.6;Actress;Carol;34;2;Aries
296;https://www.imdb.com/name/nm0910278?ref_=nmls_hd;Julie Walters;;February 22, 1950;Edgbaston, Birmingham, West Midlands, England, UK;1.6;Actress;Billy Elliot;100;2;Pisces
295;https://www.imdb.com/name/nm0829576?ref_=nmls_hd;Kristen Stewart;"Stew
                
See more

                »";April 9, 1990;Los Angeles, California, USA;1.6;Actress;Snow White and the Huntsman;55;5273;Aries
294;https://www.imdb.com/name/nm0004695?ref_=nmls_hd;Jessica Alba;"Albz
                
See more

                »";April 28, 1981;Pomona, California, USA;1.7;Actress;Fantastic Four;66;1;Taurus
293;https://www.imdb.com/name/nm0000103?ref_=nmls_hd;Fairuza Balk;Ru;May 21, 1974;Point Reyes, California, USA;1.6;Actress;The Craft;52;47;Gemini
292;https://www.imdb.com/name/nm0000117?ref_=nmls_hd;Neve Campbell;;October 3, 1973;Guelph, Ontario, Canada;1.7;Actress;Scream;61;712;Libra
291;https://www.imdb.com/name/nm0000182?ref_=nmls_hd;Jennifer Lopez;"La Lopez
                
See more

                »";July 24, 1969;The Bronx, New York City, New York, USA;1.6;Actress;Gigli;123;2;Leo
290;https://www.imdb.com/name/nm1086543?ref_=nmls_hd;Amanda Seyfried;;December 3, 1985;Allentown, Pennsylvania, USA;1.6;Actress;Les Misérables;60;1;Sagittarius
289;https://www.imdb.com/name/nm0005109?ref_=nmls_hd;Mila Kunis;Goldfish;August 14, 1983;Chernovtsy, Ukrainian SSR, USSR [now Chernivtsi, Ukraine];1.6;Actress;Black Swan;68;1;Leo
288;https://www.imdb.com/name/nm1659547?ref_=nmls_hd;Carey Mulligan;;May 28, 1985;Westminster, London, England, UK;1.7;Actress;Never Let Me Go;34;1;Gemini
287;https://www.imdb.com/name/nm1046097?ref_=nmls_hd;Rachel McAdams;Rach;November 17, 1978;London, Ontario, Canada;1.6;Actress;The Notebook;38;1;Scorpio
286;https://www.imdb.com/name/nm0000124?ref_=nmls_hd;Jennifer Connelly;Jenny C;December 12, 1970;Catskill Mountains, New York, USA;1.6;Actress;A Beautiful Mind;51;1;Sagittarius
285;https://www.imdb.com/name/nm0000098?ref_=nmls_hd;Jennifer Aniston;"Jen
                
See more

                »";February 11, 1969;Sherman Oaks, California, USA;1.6;Actress;Friends;66;1;Aquarius
284;https://www.imdb.com/name/nm0266824?ref_=nmls_hd;Dakota Fanning;Kota;February 23, 1994;Conyers, Georgia, USA;1.6;Actress;War of the Worlds;66;1736;Pisces
283;https://www.imdb.com/name/nm0424060?ref_=nmls_hd;Scarlett Johansson;;November 22, 1984;Manhattan, New York City, New York, USA;1.6;Actress;Lost in Translation;69;2;Sagittarius
282;https://www.imdb.com/name/nm0203836?ref_=nmls_hd;Marion Davies;Queen of the Screen;January 3, 1897;Brooklyn [now in New York City], New York, USA;1.6;Actress;Going Hollywood;52;1;Capricorn
280;https://www.imdb.com/name/nm0461136?ref_=nmls_hd;Keira Knightley;;March 26, 1985;Teddington, Middlesex, England, UK;1.7;Actress;Pirates of the Caribbean: The Curse of the Black Pearl;59;2;Aries
279;https://www.imdb.com/name/nm0000307?ref_=nmls_hd;Helena Bonham Carter;;May 26, 1966;Golders Green, London, England, UK;1.5;Actress;Sweeney Todd: The Demon Barber of Fleet Street;103;2;Gemini
278;https://www.imdb.com/name/nm0001833?ref_=nmls_hd;Emily Watson;;January 14, 1967;Islington, London, England, UK;1.7;Actress;Breaking the Waves;62;2;Capricorn
277;https://www.imdb.com/name/nm0447695?ref_=nmls_hd;Anna Kendrick;;August 9, 1985;Portland, Maine, USA;1.5;Actress;Up in the Air;58;1;Leo
276;https://www.imdb.com/name/nm1631269?ref_=nmls_hd;Chloë Grace Moretz;"Chloe the Braniac
                
See more

                »";February 10, 1997;Atlanta, Georgia, USA;1.6;Actress;Let Me In;74;2842;Aquarius
275;https://www.imdb.com/name/nm0001768?ref_=nmls_hd;Rod Steiger;;April 14, 1925;Westhampton, New York, USA;1.7;Actor;In the Heat of the Night;148;1;Aries
274;https://www.imdb.com/name/nm1212722?ref_=nmls_hd;Benedict Cumberbatch;Ben;July 19, 1976;Hammersmith, London, England, UK;1.8;Actor;The Imitation Game;86;1;Cancer
273;https://www.imdb.com/name/nm0000308?ref_=nmls_hd;Ernest Borgnine;Ernie;January 24, 1917;Hamden, Connecticut, USA;1.7;Actor;Marty;211;1;Aquarius
272;https://www.imdb.com/name/nm0000989?ref_=nmls_hd;Yul Brynner;Youl Bryner;July 11, 1920;Vladivostok, Primorskaya Oblast, Far Eastern Republic [now Primorsky Krai, Russia];1.7;Actor;The Ten Commandments;47;1;Cancer
271;https://www.imdb.com/name/nm0000458?ref_=nmls_hd;William Hurt;Bill;March 20, 1950;Washington, District of Columbia, USA;1.8;Actor;A History of Violence;105;1;Pisces
270;https://www.imdb.com/name/nm0000057?ref_=nmls_hd;David Niven;Niv;March 1, 1910;London, England, UK;1.8;Actor;Murder by Death;111;1;Pisces
269;https://www.imdb.com/name/nm0362766?ref_=nmls_hd;Tom Hardy;;September 15, 1977;Hammersmith, London, England, UK;1.7;Actor;Inception;58;1;Virgo
268;https://www.imdb.com/name/nm0001703?ref_=nmls_hd;Maximilian Schell;;December 8, 1930;Vienna, Austria;1.8;Actor;Judgment at Nuremberg;111;1;Sagittarius
267;https://www.imdb.com/name/nm0000063?ref_=nmls_hd;Anthony Quinn;Tony;April 21, 1915;Chihuahua, Mexico;1.8;Actor;Alexis Zorbas;169;2;Taurus
266;https://www.imdb.com/name/nm0001322?ref_=nmls_hd;Rex Harrison;Sexy Rexy;March 5, 1908;Huyton, Lancashire, England, UK [now Huyton, Knowsley, Merseyside, England, UK];1.8;Actor;My Fair Lady;59;1;Pisces
265;https://www.imdb.com/name/nm0001511?ref_=nmls_hd;Lee Marvin;;February 19, 1924;New York City, New York, USA;1.8;Actor;The Dirty Dozen;106;1;Pisces
264;https://www.imdb.com/name/nm0731772?ref_=nmls_hd;Cliff Robertson;;September 9, 1923;La Jolla [now in San Diego], California, USA;1.7;Actor;Spider-Man;116;1;Virgo
263;https://www.imdb.com/name/nm0138770?ref_=nmls_hd;Art Carney;Mr. C;November 4, 1918;Mount Vernon, New York, USA;1.7;Actor;Harry and Tonto;95;1;Scorpio
262;https://www.imdb.com/name/nm0002075?ref_=nmls_hd;Peter Finch;Finchie;September 28, 1916;South Kensington, London, England, UK;1.7;Actor;Network;58;1;Libra
261;https://www.imdb.com/name/nm0000377?ref_=nmls_hd;Richard Dreyfuss;;October 29, 1947;Brooklyn, New York City, New York, USA;1.6;Actor;The Goodbye Girl;125;1;Scorpio
260;https://www.imdb.com/name/nm0000719?ref_=nmls_hd;F. Murray Abraham;;October 24, 1939;Pittsburgh, Pennsylvania, USA;1.7;Actor;The Grand Budapest Hotel;125;1;Scorpio
259;https://www.imdb.com/name/nm0000460?ref_=nmls_hd;Jeremy Irons;;September 19, 1948;Cowes, Isle of Wight, England, UK;1.8;Actor;Dead Ringers;104;1;Virgo
258;https://www.imdb.com/name/nm0000905?ref_=nmls_hd;Roberto Benigni;;October 27, 1952;Manciano La Misericordia, Castiglion Fiorentino, Tuscany, Italy;1.6;Actor;La vita è bella;33;1;Scorpio
257;https://www.imdb.com/name/nm0004778?ref_=nmls_hd;Adrien Brody;;April 14, 1973;Woodhaven, Queens, New York City, New York, USA;1.8;Actor;The Pianist;70;1;Aries
256;https://www.imdb.com/name/nm0004937?ref_=nmls_hd;Jamie Foxx;;December 13, 1967;Terrell, Texas, USA;1.7;Actor;Ray;81;1;Sagittarius
255;https://www.imdb.com/name/nm0000147?ref_=nmls_hd;Colin Firth;;September 10, 1960;Grayshott, Hampshire, England, UK;1.8;Actor;A Single Man;89;1;Virgo
254;https://www.imdb.com/name/nm0331516?ref_=nmls_hd;Ryan Gosling;;November 12, 1980;London, Ontario, Canada;1.8;Actor;Blue Valentine;48;2;Scorpio
253;https://www.imdb.com/name/nm0350453?ref_=nmls_hd;Jake Gyllenhaal;;December 19, 1980;Los Angeles, California, USA;1.8;Actor;Nightcrawler;57;1;Sagittarius
252;https://www.imdb.com/name/nm0000621?ref_=nmls_hd;Kurt Russell;;March 17, 1951;Springfield, Massachusetts, USA;1.8;Actor;The Hateful Eight;100;1;Pisces
251;https://www.imdb.com/name/nm0000273?ref_=nmls_hd;Alan Arkin;The Tarriers;March 26, 1934;Brooklyn, New York City, New York, USA;1.7;Actor;Argo;111;1;Aries
250;https://www.imdb.com/name/nm0000212?ref_=nmls_hd;Meg Ryan;Meg;November 19, 1961;Fairfield, Connecticut, USA;1.7;Actress;When Harry Met Sally...;51;3;Scorpio
249;https://www.imdb.com/name/nm0914612?ref_=nmls_hd;Emma Watson;Em;April 15, 1990;Paris, France;1.6;Actress;The Perks of Being a Wallflower;24;2564;Aries
248;https://www.imdb.com/name/nm0000096?ref_=nmls_hd;Gillian Anderson;;August 9, 1968;Chicago, Illinois, USA;1.6;Actress;The X Files;65;2;Leo
247;https://www.imdb.com/name/nm0922213?ref_=nmls_hd;Mae West;"""The Statue of Libido""
                
See more

                »";August 17, 1892;Brooklyn, New York, USA;1.5;Actress;She Done Him Wrong;13;22;Leo
246;https://www.imdb.com/name/nm0681933?ref_=nmls_hd;Mary Pickford;"""The Girl with the Golden Hair""
                
See more

                »";April 8, 1892;Toronto, Ontario, Canada;1.5;Actress;Coquette;246;1;Aries
